Gene	t_all	t_sub	t_vis	t_status	t_location	t_interaction
C4orf3	0.5729	-0.3917	0.738	0.5224	0.991	0.8064
LINC01061	-0.2982	-0.04044	-0.5423	-0.4476	2.568	-0.3688
PDE5A	0.3336	0.3412	0.3369	0.4851	-2.564	-0.06354
MAD2L1	-0.2921	-0.2466	0.1589	-0.1223	-4.996	0.3002
NDNF	0.3774	-0.005952	0.6649	0.4685	-1.658	0.4492
TNIP3	3.256	2.265	2.285	3.222	1.386	0.325
ANXA5	-0.5583	-0.4822	-0.2028	-0.4583	-4.079	0.1518
CCNA2	-0.3036	-0.7348	0.8968	-0.1195	-6.024	1.116
BBS7	0.07365	-0.0367	0.2253	0.1355	-1.228	0.1791
TRPC3	-0.2559	0.3046	-0.7657	-0.2373	-0.303	-0.7032
ANKRD50	0.3111	-0.0507	0.7082	0.5063	-3.195	0.5434
PGRMC2	0.3835	-0.2517	1.083	0.5724	-3.011	0.9058
PABPC4L	-0.2384	-1.236	0.5256	-0.2643	0.5662	1.147
PCDH18	0.3227	0.2649	0.7294	0.6099	-4.365	0.1159
SLC7A11	-0.5248	-0.2871	-0.5001	-0.5735	0.9884	-0.1621
ELF2	0.2228	-0.3797	0.4006	0.07037	3.744	0.5474
SCOC-AS1	-0.2988	-0.3916	-0.002169	-0.2847	-0.1991	0.2926
TBC1D9	-0.3523	-1.122	0.4554	-0.405	1.051	1.108
ANAPC10	2.134	1.903	1.144	2.113	-0.1792	-0.4235
OTUD4	-0.4476	-0.8215	0.2406	-0.3719	-1.735	0.7472
ZNF827	-0.7381	-0.2326	-1.229	-0.8682	2.026	-0.4233
SLC10A7	0.5521	0.8065	0.1256	0.5484	-0.08393	-0.3586
PRMT9	0.5685	0.5016	0.1824	0.5127	7.438	-0.3048
NR3C2	0.9639	0.9283	0.3505	0.8998	2.128	-0.4228
LRBA	-0.8694	0.2592	-1.316	-0.8916	0.6081	-1.163
GATB	-0.5465	-0.07661	-0.5524	-0.5041	-0.7761	-0.387
MIR3140	0.7336	1.375	-0.214	0.7031	0.4352	-1.072
TMEM154	-0.147	-0.7235	0.2127	-0.4158	4.662	0.7107
ANXA2P1	-0.2989	-0.6466	0.4586	-0.1407	-4.523	0.7908
SFRP2	0.1866	0.2493	-0.1603	0.08999	2.085	-0.2992
PLRG1	-0.5351	0.9875	-1.39	-0.5839	0.9916	-1.675
CTSO	0.9531	1.22	0.4427	1.005	-1.045	-0.2774
PDGFC	-0.7575	-0.6675	-0.9528	-1.17	4.628	-0.2036
C4orf46	0.1063	0.2508	0.192	0.3063	-3.673	-0.005745
NPY1R	0.5224	0.1907	0.8063	0.6504	-2.108	0.3075
DDX60	1.555	0.7726	1.322	1.535	-0.06204	0.5204
SH3RF1	-0.8083	0.1031	-1.015	-0.7547	-1.087	-0.8382
NEK1	0.2921	0.3606	-0.04855	0.1686	3.075	-0.2547
HPF1	0.8517	1.368	0.07076	0.8644	-0.4527	-0.7897
AADAT	-0.2997	-0.3897	0.3145	-0.1391	-4.642	0.5078
HMGB2	-0.3316	-0.3613	-0.2568	-0.437	1.891	0.06622
FBXO8	0.2308	0.8674	-0.1881	0.2573	-0.5768	-0.5973
HPGD	-0.826	-0.8171	-0.1626	-0.779	-4.202	0.6331
GPM6A	-0.5637	-0.6861	-0.7874	-0.9754	5.055	-0.474
VEGFC	1.332	1.409	0.3597	1.378	-0.9744	-1.06
AGA	-0.649	-0.9304	0.1721	-0.5649	-2.66	0.8269
DCTD	0.1125	0.07511	0.1414	0.1565	-0.8888	0.0436
LOC389247	0.2036	-0.6315	0.8068	0.1937	0.1395	1.015
LINC02362	0.5544	0.1113	0.4622	0.4555	3.433	0.3092
IRF2	-0.01048	-0.6486	0.1418	-0.1409	2.59	0.4046
CASP3	-1.329	-1.537	-0.5452	-1.353	0.6915	0.523
CENPU	0.7113	0.147	0.8495	0.7001	0.01763	0.4453
ACSL1	-1.041	-2.019	-0.3775	-1.689	5.687	1.259
SLED1	-1.226	-1.072	-1.3	-1.704	4.353	-0.1359
MIR3945HG	-0.3589	-1.245	0.123	-0.7715	5.716	0.9891
UFSP2	1.014	0.9623	0.3851	0.9927	0.1464	-0.5339
SORBS2	1.061	1.395	0.3434	1.003	2.284	-0.4477
FAT1	0.6761	0.5975	0.7696	0.9762	-3.803	0.04464
ZNF141	-0.1796	-0.1905	-0.3501	-0.3969	3.77	-0.1318
RNF4	0.05768	-0.3936	0.5342	0.2194	-3.107	0.6525
S100P	-0.8336	-1.277	-0.3175	-1.232	4.382	0.9279
FAM200B	0.1964	-0.3626	0.3212	0.15	0.9136	0.4322
BST1	1.333	0.2208	1.499	1.284	0.851	0.9313
TAPT1-AS1	-0.1803	-0.3231	-0.1154	-0.3063	2.32	0.1464
PI4K2B	-0.8845	-0.6401	-0.4941	-0.817	-2.419	0.1817
FIP1L1	-0.5473	-0.06676	-0.6828	-0.5757	0.6628	-0.4567
PDGFRA	0.1326	-0.1045	0.8699	0.2986	-3.044	0.4685
ADGRL3	0.6742	1.154	0.04312	0.9987	-4.029	-1.004
UBA6-AS1	-1.341	-0.9622	-0.8624	-1.296	-0.6906	0.01868
MOB1B	-1.089	-2.116	-0.03243	-1.119	0.7485	1.125
BANK1	-0.4498	0.8527	-0.8736	-0.6096	2.566	-1.039
ENPEP	1.392	1.222	0.6597	1.366	0.1095	-0.5487
LINC02615	0.05958	-1.464	2.255	0.152	-1.812	2.515
TMEM144	0.3545	-0.2219	0.5668	0.2693	1.948	0.5546
STOX2	0.8633	1.679	-0.6037	0.8148	0.9097	-1.692
CYP4V2	-0.1812	-0.8696	0.6621	-0.1526	-0.5312	1.093
KLKB1	1.133	0.7075	0.7886	1.074	1.743	0.05809
FGFBP2	0.1648	1.351	-0.6176	0.3437	-3.2	-1.338
QDPR	0.05886	0.3187	-0.1195	0.1168	-1.155	-0.3036
ARAP2	0.9448	1.074	0.3608	0.9343	4.532	-0.3875
KLF3-AS1	0.7334	1.414	-0.3121	0.6613	1.952	-1.179
TLR1	-0.2313	-0.8478	0.1678	-0.4263	3.326	0.7005
TLR6	-0.3415	-0.7006	-0.3348	-0.7387	5.61	0.2881
COX18	0.264	-0.06585	0.3721	0.2757	-0.3025	0.3323
NAAA	0.2359	-0.1561	0.5055	0.2601	-0.5345	0.4609
RASGEF1B	0.4186	0.8732	-0.2009	0.3958	0.3456	-0.7261
THAP9-AS1	-0.1648	-0.777	0.05731	-0.3812	3.792	0.4927
C4orf36	0.5314	-0.9471	1.428	0.5753	-0.913	1.683
AFF1-AS1	0.3024	-0.1458	0.7355	0.3547	-1.045	0.5608
HSD17B13	0.2903	-0.5868	1.302	0.4345	-2.5	1.289
HSD17B11	-0.3827	-0.7525	-0.003277	-0.5173	2.284	0.5338
GPRIN3	-1.367	-0.8012	-1.208	-1.45	-4.497	-0.2791
EMCN	1.11	1.319	0.473	1.26	-2.079	-0.6263
SLC39A8	0.3974	0.2213	0.4338	0.4819	-1.552	0.1712
SLC9B2	0.2147	-0.07792	0.3501	0.1843	0.5623	0.2872
BDH2	0.7776	-0.5995	1.717	0.8216	-0.9279	1.621
ELOVL6	1.208	1.045	0.6337	1.232	-0.684	-0.5582
NUDT6	-1.934	-1.66	-1.111	-1.889	-0.4573	0.1441
SCLT1	0.289	0.06501	0.1009	0.121	4.875	0.03201
SETD7	-0.4451	-1.242	0.1058	-0.4587	0.3827	0.6683
RNF150	0.7494	0.3794	0.6454	0.7125	0.59	0.08012
LINC02432	0.2004	0.3384	-0.1761	0.02871	4.232	-0.3294
SH3D19	0.2951	0.2527	0.3222	0.3957	-1.835	-0.04852
NAF1	-0.4931	0.00309	-0.7549	-0.6425	2.399	-0.609
TMEM192	-0.1013	-0.2547	0.1212	-0.04142	-1.205	0.2445
DDX60L	0.04379	-1.109	0.5633	-0.08862	2.714	1.059
MFAP3L	1.216	0.5487	1.145	1.187	0.2353	0.2953
SLC9A3-AS1	-0.3141	-0.6702	-0.06814	-0.5271	3.431	0.4516
TRIP13	-0.1035	-0.1342	0.4737	0.1142	-4.897	0.3426
ADAMTS16	0.09742	0.6865	-0.4838	-0.07959	3.862	-0.7568
ICE1	-0.415	0.1829	-0.6179	-0.3864	-0.4766	-0.5846
LINC01018	-0.01523	-0.8909	0.06929	-0.4013	7.538	0.5369
ROPN1L	0.8363	0.4193	0.6397	0.7693	3.045	0.181
TRIO	-0.9111	-0.2316	-0.8256	-0.8475	-2.725	-0.5896
OTULINL	0.3845	-0.6509	1.1	0.2509	4.16	1.209
FBXL7	0.4186	0.6305	-0.1454	0.4194	-0.1341	-0.6129
LSP1P3	-0.1916	-0.3985	0.2751	-0.06503	-2.873	0.4753
CDH6	1.927	1.443	1.19	1.886	0.3091	-0.5649
PDZD2	0.9535	1.493	-0.2929	0.9099	3.534	-1.358
NPR3	0.518	0.992	-0.1148	0.5677	-1.005	-0.7671
RAI14	0.9914	1.352	0.2605	1.287	-3.382	-1.083
BRIX1	0.4693	0.6613	-0.137	0.4607	0.03736	-0.6411
DNAJC21	0.2732	0.2017	0.2061	0.2887	-0.379	0.03597
SPEF2	-2.175	-0.8649	-2.229	-2.16	0.288	-0.7699
IL7R	0.1956	0.3622	-0.09223	0.1673	0.523	-0.3141
SKP2	0.3835	0.6056	-0.1427	0.2798	2.643	-0.511
SLC1A3	-1.081	-0.7043	-1.054	-1.274	2.474	-0.2766
EGFLAM	0.0572	0.483	-0.7478	-0.01533	1.464	-0.8187
OSMR	1.409	1.175	1.099	1.612	-2.391	-0.4171
PTGER4	-1.188	-0.4953	-1.173	-1.228	0.8922	-0.5159
CARD6	-0.08639	-1.005	0.7797	-0.002961	-1.707	1.234
C7	1.555	1.229	0.8907	1.523	2.289	-0.3531
FBXO4	-1.883	-2.575	-0.4653	-1.913	-2.918	1.288
GHR	0.7254	0.4342	1.199	1.043	-3.883	0.2557
CCDC152	0.1064	0.2502	0.01736	0.1761	-1.37	-0.156
MRPS30	0.7441	0.6448	0.8195	1.052	-3.771	0.2743
PARP8	-0.4547	-1.482	0.323	-0.7105	3.708	1.245
FST	-0.1718	0.5396	-0.6371	0.04312	-5.374	-0.8193
NDUFS4	-0.5713	-0.2535	-0.4077	-0.4786	-2.895	-0.1078
GZMK	0.5939	1.143	-0.127	0.5064	4.912	-0.744
GZMA	0.4431	0.6831	-0.1573	0.4148	0.4618	-0.6399
MAP3K1	1.668	-0.467	2.948	1.657	2.585	2.329
SETD9	0.4419	0.5478	0.2846	0.5299	-1.593	-0.05922
GPBP1	-0.3265	-0.7446	-0.1971	-0.7261	5.696	0.5238
GAPT	-0.5035	-0.7222	-0.3866	-0.7937	3.995	0.2757
RAB3C	0.4316	0.9696	-0.005214	0.6143	-2.874	-0.649
NDUFAF2	0.04279	0.006981	0.1201	0.0965	-1.072	0.08136
ZSWIM6	-0.06579	-0.351	0.009031	-0.2139	2.844	0.2362
LOC100421561	0.398	0.4118	0.007313	0.305	2.271	-0.3066
RNF180	1.994	0.7841	2.514	2.035	-0.9378	0.5934
CWC27	-0.06536	0.2257	-0.4444	-0.1956	2.514	-0.4758
TRAPPC13	1.094	-0.1404	1.704	1.089	-0.2149	1.244
NLN	1.799	1.374	1.189	1.812	-0.6052	-0.0309
ERBIN	-0.7333	-0.5995	-0.4451	-0.7541	0.5657	0.1914
MAST4	0.3625	0.5283	-0.106	0.3794	-0.4248	-0.5154
PIK3R1	-1.029	-0.7226	-0.6614	-0.9915	-0.5318	0.08061
CCNB1	-0.06536	-0.3407	0.9438	0.1849	-5.416	0.7642
CENPH	0.4103	0.3263	0.3199	0.4579	-0.9681	0.03568
MRPS36	0.7571	0.5129	0.5657	0.7532	-0.1365	0.2049
RAD17	0.02691	0.3606	-0.07047	0.1064	-1.579	-0.2353
MARVELD2	-1.559	-0.3185	-1.87	-1.53	-0.1444	-0.9959
OCLN	0.3788	0.4887	-0.03473	0.3387	0.7473	-0.3994
LOC441081	1.72	0.7661	1.601	1.702	2.405	0.5412
BDP1	0.6162	0.3282	0.4304	0.5481	1.587	0.1259
MCCC2	0.3813	-0.04895	0.4476	0.3688	0.1397	0.3951
MAP1B	0.3334	0.7296	0.005852	0.566	-3.651	-0.5823
TNPO1	0.04803	0.1326	-0.03839	0.04526	0.04156	-0.1098
MIR4804	-0.917	-1.214	0.03054	-0.8654	-1.013	0.9508
FCHO2	0.4087	-0.2098	0.6691	0.3699	0.7122	0.6246
TMEM171	2.068	0.6314	2.168	2.017	0.6591	1.062
UTP15	0.5068	1.86	-0.5806	0.6156	-1.863	-1.599
HEXB	-0.1051	-0.2815	0.6002	0.1852	-6.804	0.5989
HMGCR	-2.154	-1.926	-1.043	-2.145	-2.162	0.8748
SV2C	-0.736	-0.6807	-0.2455	-0.6806	-1.152	0.3812
IQGAP2	-1.182	-1.086	-0.6881	-1.201	0.6035	0.1173
S100Z	-0.6517	-0.9196	-0.3273	-0.847	2.798	0.3747
AGGF1	0.6419	-0.8909	1.739	0.8599	-3.045	1.888
ZBED3-AS1	-1.295	-2.832	1.031	-1.251	-2.364	2.845
PDE8B	0.0309	-0.2104	0.1364	-0.05626	1.757	0.249
SCAMP1	0.6459	-0.603	1.593	0.6885	-0.8995	1.52
BHMT	0.2325	0.6477	-0.2757	0.1941	0.7315	-0.6317
JMY	0.2403	0.318	-0.2054	0.03588	5.842	-0.3602
CMYA5	-0.7549	-0.4199	-0.6925	-0.8081	1.058	-0.2056
THBS4	3.052	2.06	2.128	3.002	0.1294	-0.1067
FAM151B	-0.6954	-1.226	-0.07544	-0.7123	0.4927	0.6142
RASGRF2	0.1613	0.4093	-0.2134	0.2292	-1.329	-0.472
ATG10	-0.188	0.3878	-0.624	-0.2499	1.218	-0.718
XRCC4	0.2881	-0.276	0.6469	0.2598	0.5025	0.6387
VCAN	0.7446	0.2693	0.6611	0.6766	1.718	0.2688
RASA1	0.1975	-0.5668	0.9706	0.3181	-2.215	1.081
POLR3G	-0.07276	0.4657	-0.6251	-0.08144	0.1936	-0.7632
NR2F1	-0.3613	-0.5432	-0.7443	-0.9248	7.332	-0.3379
SLF1	0.252	-1.596	1.064	0.1227	3.129	1.712
ERAP2	-0.7931	0.135	-1.534	-0.8284	0.8	-1.002
LINC01340	0.1575	0.1507	0.02935	0.142	0.2658	-0.1133
FAM174A	1.244	1.063	0.6788	1.187	1.538	-0.1306
PAM	-0.5204	-1.281	1.15	-0.4156	-5.435	1.729
C5orf30	0.2727	1.081	-0.5361	0.2297	0.8299	-1.095
LINC01848	-0.9932	-0.4131	-1.301	-1.229	2.899	-0.5793
SLC25A46	0.9624	0.6009	0.8445	1.038	-1.331	0.1303
WDR36	-0.3391	0.4761	-0.8052	-0.4002	1.192	-0.914
CAMK4	-0.8032	-0.6387	-0.8847	-1.04	3.068	-0.6055
LOC101927100	0.1865	-0.1558	0.4848	0.2369	-1.012	0.4427
AP3S1	-0.7902	-1.193	-0.02284	-0.7591	-0.4312	0.7577
TNFAIP8	0.5478	0.535	0.1118	0.4594	2.449	-0.317
PRR16	-2.067	-1.966	-0.9276	-2.145	-3.232	1.329
SNCAIP	1.973	1.874	1.144	2.088	3.679	-0.3849
SNX2	0.3028	0.6884	-0.2006	0.2852	0.2698	-0.6072
SNX24	-0.2071	-0.346	0.1114	-0.1863	-0.3629	0.3421
GRAMD2B	0.2479	0.5434	-0.2571	0.1208	3.044	-0.5378
PHAX	0.04917	1.026	-0.6019	0.197	-2.866	-1.132
LMNB1	0.6068	0.1523	0.5258	0.5284	2.052	0.3279
PRRC1	-0.9145	0.1695	-1.31	-0.8853	-4.209	-1.063
ISOC1	-0.2027	0.1362	-0.2032	-0.07807	-2.845	-0.2403
MINAR2	-0.353	0.04682	-0.5159	-0.2849	-1.453	-0.3415
CHSY3	-0.2608	0.6638	-0.9494	-0.1609	-2.262	-1.127
LYRM7	-1.916	-1.155	-1.532	-1.902	0.2447	-0.03382
SLC22A4	0.2662	-0.5169	0.6091	0.1432	2.972	0.7923
SLC22A5	-0.05967	0.2226	-0.3284	-0.1176	1.154	-0.3899
RAD50	0.05057	0.06778	0.06819	0.09746	-0.9395	-0.002692
IL4	1.065	1.888	-0.03513	1.024	3.136	-1.139
HSPA4	-0.8087	-1.928	0.3539	-0.7861	-0.2281	1.422
MIR3661	-0.5878	-0.1243	-0.9938	-0.7356	2.313	-0.5001
UBE2B	-0.1028	-0.7925	0.3576	-0.2499	2.768	0.8026
TXNDC15	0.3301	0.05483	0.5131	0.4438	-2.017	0.3496
TGFBI	0.1339	0.5161	-0.3332	0.07139	1.266	-0.5893
KIF20A	-0.6342	-0.3175	-0.5909	-0.5651	-5.383	0.03314
EGR1	0.2201	0.5704	-0.4158	0.1504	1.449	-0.7112
CTNNA1	0.7	0.7458	0.4795	0.773	-1.333	0.05466
CXXC5	-0.01132	0.3095	-0.2009	0.07258	-1.681	-0.3639
IGIP	-0.04663	0.3737	-0.7731	-0.2187	3.323	-0.7765
LOC101929719	0.0142	-0.4332	0.5754	0.02259	-0.1715	0.6982
SLC35A4	0.7169	0.466	0.4971	0.6862	0.4446	0.08392
WDR55	0.1055	-0.3979	0.44	0.08902	0.3002	0.5887
VTRNA1-1	-0.1417	-0.2267	-0.3181	-0.3949	4.435	-0.128
VTRNA1-3	0.2858	0.3559	-0.03238	0.1578	3.211	-0.2193
PCDHB13	0.491	0.9382	0.06527	0.781	-4.018	-0.7349
PCDHGB8P	-0.8618	-0.68	-0.4846	-0.8462	-0.06297	0.3204
DELE1	0.1017	0.3262	-0.1858	0.07845	0.4393	-0.3598
RNF14	-0.7668	-0.4012	-0.6204	-0.729	-0.6095	-0.1038
ARHGAP26	0.5532	0.166	0.4591	0.4532	3.636	0.1964
ARHGAP26-IT1	-0.4568	-0.6344	-0.2708	-0.6233	2.645	0.232
SH3RF2	-1.069	-0.7097	-0.7372	-1.029	-0.589	-0.1122
TCERG1	1.061	0.7519	0.91	1.185	-1.847	-0.003715
SCGB3A2	-1.015	-1.659	0.02884	-1.054	0.8654	1.157
ADRB2	-0.01417	0.9537	-0.984	0.04345	-1.152	-1.372
ABLIM3	0.667	0.5425	0.7075	0.8953	-3.123	0.06576
AFAP1L1	-0.0006885	0.1772	0.01915	0.1242	-2.495	-0.09833
PCYOX1L	0.09872	-0.3025	0.3933	0.0457	1.06	0.4877
SLC26A2	-0.7257	-0.6897	-0.3657	-0.7409	0.4705	0.2215
HMGXB3	0.03258	0.7238	-0.7187	0.05781	-0.5111	-1.023
NDST1	0.07991	-0.1297	0.3386	0.1978	-2.272	0.3399
SYNPO	-0.0416	0.7467	-0.9369	-0.004531	-0.7343	-1.171
GPX3	-0.8503	-0.2212	-0.8192	-0.7958	-1.127	-0.4832
SLC36A1	-1.172	-0.8726	-0.6719	-1.115	-1.955	0.3656
LARP1	-1.278	-1.066	-0.7543	-1.225	-1.942	-0.000893
MRPL22	0.7712	0.5448	0.7361	0.9232	-2.252	0.1305
SGCD	0.1062	0.627	-0.699	0.2655	-2.976	-0.8832
CYFIP2	0.08865	-0.1033	-0.02854	-0.09446	3.971	0.05754
THG1L	0.007198	0.6987	-0.5343	-0.02155	0.5729	-0.8424
UBLCP1	-0.3612	-0.5345	-0.08722	-0.4355	1.402	0.3254
ADRA1B	-1.28	-1.805	-0.3053	-1.265	0.08134	0.8178
TTC1	0.5674	-0.2582	0.8718	0.487	2.076	0.802
PTTG1	-0.242	-0.3467	0.3335	-0.06871	-4.601	0.4829
MIR146A	-0.08758	0.114	-0.163	-0.007583	-1.634	-0.1893
MIR3142	0.2559	-0.05579	0.9951	0.533	-4.421	0.5938
CCNG1	-0.9588	-1.505	0.3006	-0.9008	-2.849	1.363
HMMR	-0.2684	-1.045	1.317	-0.1185	-3.92	1.615
MAT2B	0.2344	-0.1321	0.25	0.1303	2.343	0.2742
RARS	0.2285	0.1797	0.1603	0.2441	-0.3682	-0.04959
SPDL1	-0.352	-0.694	0.724	-0.2267	-3.421	0.9805
DOCK2	-0.5349	-0.8872	-0.4722	-0.9893	5.53	0.402
RANBP17	-0.2733	-0.1647	-0.0935	-0.1732	-2.29	0.02621
NPM1	-0.8174	-0.2069	-0.7817	-0.7654	-1.033	-0.4815
MIR5003	0.7835	1.167	0.01208	0.7157	1.764	-0.7285
ERGIC1	-1.482	-1.151	-0.937	-1.429	-1.051	-0.09227
RPL26L1	1.184	0.7857	0.871	1.189	-0.3879	0.0485
SFXN1	-0.1897	0.2786	-0.4108	-0.07902	-2.447	-0.4812
HRH2	-0.2031	-1.147	0.1553	-0.3848	3.176	0.6785
MIR1271	-0.175	-0.414	-0.05392	-0.335	2.88	0.2714
HIGD2A	-0.3468	-0.06401	-0.4465	-0.3559	0.2747	-0.2403
FAF2	0.5104	0.821	0.1678	0.7223	-3.13	-0.5228
PRELID1	0.8446	1.563	-0.05813	0.9197	-1.344	-1.06
RGS14	-0.2791	-0.2446	-0.2916	-0.3851	1.93	-0.02382
GRK6	-0.6203	-1.888	0.2557	-0.6829	1.195	1.17
TMED9	-0.5378	-0.3758	-0.2781	-0.4539	-2.177	0.02556
ZNF454	0.06218	-0.2849	0.4387	0.1566	-1.848	0.5121
SQSTM1	-0.1705	0.4457	-0.5258	-0.1163	-1.088	-0.6841
BTNL8	0.5225	0.03294	0.514	0.4159	4.054	0.3478
CCDC127	-0.2484	0.6911	-0.7775	-0.1651	-1.801	-1.032
HRAT5	0.2346	-1.773	1.574	0.1646	1.462	2.32
SLC12A7	1.89	1.751	0.9337	1.92	2.925	-0.7022
MIR4635	0.8023	0.1299	0.8746	0.7399	1.467	0.521
CLPTM1L	-0.8139	-0.2753	-0.7097	-0.7505	-1.532	-0.3981
LPCAT1	-0.192	-0.3257	-0.2538	-0.4091	3.737	0.03496
MRPL36	1.649	1.165	1.191	1.687	-0.8815	-0.1386
FASTKD3	-0.8662	-1.246	-0.1105	-0.8126	-1.095	0.6672
SEMA5A	1.123	1.139	0.4211	1.189	-1.208	-0.7748
ANKH	0.2096	0.2775	0.02204	0.2172	-0.2096	-0.1946
ZNF622	0.1532	0.09772	0.3281	0.2907	-2.539	0.1234
RETREG1	1.165	0.6449	1.206	1.231	-1.208	0.08853
DROSHA	0.4371	0.8558	-0.0952	0.4256	0.1057	-0.5983
ZFR	-0.454	-0.3175	-0.2343	-0.3896	-1.383	0.04776
RAD1	0.3742	0.8811	-0.1382	0.4991	-2.155	-0.7249
PRLR	0.3511	-0.09817	0.5244	0.2932	1.185	0.4183
LMBRD2	1.031	0.7889	0.6142	0.9713	1.468	-0.008245
NADK2	-0.6271	0.4872	-1.316	-0.5763	-0.9971	-1.245
CPLANE1	0.148	0.4226	-0.1013	0.1558	-0.197	-0.3295
NUP155	0.5476	0.6249	0.3083	0.6437	-1.677	-0.1922
LIFR	-0.3068	0.2463	-0.7001	-0.2958	-0.1325	-0.6419
MIR3650	-1.015	0.1483	-1.779	-1.202	2.461	-1.356
RICTOR	-0.07082	0.1095	-0.3144	-0.1945	2.388	-0.31
FYB1	-0.02394	-1.507	0.4858	-0.2756	4.9	1.149
TTC33	0.7982	-0.7331	1.496	0.9662	-2.404	1.616
C6	-0.1968	-0.2143	0.02193	-0.1231	-1.538	0.1613
OXCT1	-0.8853	-0.5653	-0.5845	-0.8242	-3.109	0.03294
SELENOP	-0.01774	0.1049	-0.2736	-0.1512	2.639	-0.2723
ANXA2R	0.5175	1.657	-0.4537	0.5912	-1.367	-1.366
HMGCS1	-1.329	-1.161	-0.6931	-1.276	-1.799	0.2291
TMEM267	1.272	1.272	0.6057	1.304	-0.7953	-0.4378
C5orf34	0.02485	0.4866	-0.539	0.0971	-1.437	-0.7127
PAIP1	0.2358	0.5546	-0.2634	0.2491	-0.3277	-0.6052
FGF10	0.6893	1.398	-0.4984	0.6282	1.351	-1.375
EMB	0.2902	0.4766	-0.5528	0.1119	5.413	-0.7046
MOCS2	-1.37	-1.184	-0.7789	-1.328	-0.5453	0.09151
ARL15	0.3399	0.05943	0.5329	0.4341	-1.718	0.3262
MIR581	0.5817	0.806	-0.05519	0.5598	0.2818	-0.6591
MIR449C	0.114	0.9948	-0.6707	0.1294	-0.3364	-1.162
MIR5687	0.1823	0.6013	-0.333	0.2427	-1.191	-0.6868
SLC38A9	0.1447	-0.3998	0.5714	0.1575	-0.2944	0.6849
PLK2	1.554	0.7853	1.766	1.568	-0.5858	0.09367
PDE4D	0.7565	1.881	-0.5031	0.6805	2.723	-1.545
MIR582	-0.6625	-1.188	-0.1629	-0.7584	1.641	0.5103
ELOVL7	1.128	1.424	0.2749	1.144	-0.5535	-0.7793
SMIM15	-0.4447	-1.217	0.8129	-0.3546	-2.251	1.469
DIMT1	-0.557	0.4817	-0.842	-0.5012	-1.147	-0.9448
SREK1IP1	0.09858	-0.05196	0.1283	0.08224	0.3002	0.1323
ADAMTS6	0.05386	-0.09805	0.5728	0.268	-4.077	0.4093
CENPK	-0.234	0.4852	-0.8765	-0.1697	-1.325	-0.92
SGTB	-0.3827	-0.9929	0.5987	-0.2907	-2.208	1.145
MAST4-AS1	0.5133	-0.3036	0.8804	0.4187	2.673	0.8217
CCDC125	-0.1501	-1.084	0.5554	-0.4203	4.671	1.197
GUSBP3	0.4517	0.7128	0.02238	0.5031	-1.031	-0.4906
NAIP	1.102	0.4828	1.165	1.072	3.359	0.2084
OCLNP1	0.337	0.6509	-0.2708	0.2861	1.01	-0.6731
MRPS27	-0.3963	-0.3978	0.02627	-0.2719	-3.701	0.3189
ZNF366	0.7166	0.5035	0.6527	0.8284	-1.821	0.06049
ENC1	-1.849	-2.396	-0.6774	-1.809	-1.751	0.7222
GFM2	0.6136	-0.8988	1.433	0.593	0.2439	1.656
GCNT4	0.5796	1.054	-0.03636	0.6222	-0.8954	-0.7073
POC5	0.06371	-0.5376	0.8311	0.1717	-2.103	0.9524
F2RL2	0.2222	-0.05616	0.3446	0.2204	-0.02712	0.2825
WDR41	-1.526	-0.8593	-1.231	-1.484	-2.036	-0.693
SCAMP1-AS1	0.3608	0.3522	0.1307	0.3683	-0.2477	-0.2313
LHFPL2	-0.2742	-0.3085	0.1837	-0.1164	-4.271	0.3603
HOMER1	0.3666	0.215	0.07698	0.2002	7.026	-0.09001
MTX3	1.405	0.2662	1.781	1.491	-1.404	1.061
DHFR	1.344	1.054	0.879	1.383	-0.8859	-0.4465
TMEM167A	-0.0279	-0.3305	0.2174	-0.03996	0.2486	0.3794
EDIL3	-0.8479	0.85	-2.402	-0.7876	-3.429	-2.12
LOC644285	-0.2369	-0.5724	-0.2054	-0.5586	5.08	0.291
CCNH	-0.7274	-0.8615	-1.19	-1.441	6.981	-0.0151
TMEM161B	0.2239	-0.1946	0.3626	0.1238	2.218	0.3894
MEF2C	0.4331	1.011	-0.8267	0.3208	3.274	-1.323
CETN3	0.7083	-0.06411	1.006	0.8009	-1.588	0.8301
LUCAT1	0.01042	-0.579	0.2733	-0.2419	5.1	0.6238
ARRDC3	-0.7887	-0.4832	-1.446	-1.382	5.928	-0.6256
NR2F1-AS1	0.674	1.142	-0.01194	0.597	2.146	-0.6431
KIAA0825	0.5559	0.0184	0.533	0.4898	1.475	0.4443
MCTP1	0.8453	0.7966	0.3028	0.7922	1.073	-0.4019
TTC37	-0.9896	-1.545	-0.08476	-0.9298	-1.469	0.8325
GLRX	-0.1037	-0.7365	0.5355	-0.1875	1.632	0.9164
ELL2	-0.923	-1.283	-1.179	-1.729	6.947	0.5658
RIOK2	-0.07997	-0.2882	0.1488	-0.09046	0.2315	0.3108
CHD1	0.04555	-0.104	-0.3011	-0.241	6.082	-0.04377
LOC100133050	0.1023	0.5527	-0.5868	0.1603	-1.152	-0.7893
MIR548P	-0.8108	-0.8236	-0.6627	-0.9693	2.299	-0.1835
SLCO4C1	0.595	-0.1802	0.901	0.5031	3.08	0.7339
